Id,League,Date,Time,Round,Home,Away,posicao_home,posicao_away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_GM_H,Media_GS_H,Media_GM_H_10,Media_GS_H_10,Media_Total_2HT_H,CV_Media_Total_2HT_H,PPJ_H,CV_Pontos_H,Porc_Over05HT_Home,Porc_Over15HT_Home,Porc_Under05HT_Home,Porc_Home_Win,Porc_Home_Win_HT,Porc_Over25FT_Home,Porc_BTTS_Home,Diferente_0x0_Home,Media_GM_A,Media_GS_A,Media_GM_A_10,Media_GS_A_10,Media_Total_2HT_A,CV_Media_Total_2HT_A,PPJ_A,CV_Pontos_A,Porc_Over05HT_Away,Porc_Over15HT_Away,Porc_Under05HT_Away,Porc_Away_Win,Porc_Away_Win_HT,Porc_Over25FT_Away,Porc_BTTS_Away,Diferente_0x0_Away,xg_home,xg_away,xg_jogo
ImZ8Us9N,ITÁLIA - SERIE A,2023-12-22,14:30,RODADA 17,Empoli,Lazio,18.0,10.0,3.5,3.3,2.0,2.06,1.84,1.8,1.95,1.0,1.4,0.71,1.29,1.14,0.26,0.71,1.56,42.86,14.29,57.14,14.29,14.29,14.29,28.57,85.71,1.2,1.6,1.14,1.43,1.29,0.13,1.0,1.41,85.71,42.86,14.29,28.57,57.14,57.14,71.43,100.0,1.26,1.3,2.56
8SdUPAu3,PORTUGAL - LIGA PORTUGAL 2,2023-12-22,15:45,RODADA 18,Leiria,Ferreira,9.0,10.0,,,,,,,,1.6,1.4,1.6,1.4,1.4,0.28,1.6,0.84,80.0,20.0,20.0,40.0,60.0,60.0,60.0,80.0,0.4,1.4,0.4,1.4,0.8,0.24,0.2,2.24,60.0,20.0,40.0,0.0,0.0,40.0,40.0,80.0,1.5,0.75,2.25
fTOxpREs,AUSTRÁLIA - A-LEAGUE,2023-12-23,01:30,RODADA 9,Wellington Phoenix,WS Wanderers,5.0,2.0,2.63,3.4,2.45,1.62,2.25,1.53,2.38,2.0,1.67,,,2.0,,2.0,0.87,66.67,66.67,33.33,66.67,33.33,66.67,33.33,100.0,2.0,2.0,,,2.0,,1.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,2.0,1.83,3.83
QyLfM84p,AUSTRÁLIA - A-LEAGUE,2023-12-23,03:30,RODADA 9,Sydney FC,Western United,10.0,11.0,1.62,4.5,4.0,1.53,2.4,1.57,2.25,1.0,2.0,,,2.0,,1.0,1.73,66.67,33.33,33.33,33.33,33.33,33.33,33.33,100.0,0.67,2.0,,,1.67,,1.0,1.73,33.33,33.33,66.67,33.33,0.0,66.67,33.33,100.0,1.41,1.16,2.57
vuPbLSJj,AUSTRÁLIA - A-LEAGUE,2023-12-23,05:45,RODADA 9,Melbourne City,Melbourne Victory,7.0,1.0,2.15,3.5,2.8,1.62,2.25,1.53,2.38,2.5,1.5,,,3.5,,2.0,0.71,50.0,0.0,50.0,50.0,50.0,50.0,50.0,100.0,2.67,1.67,,,3.0,,2.33,0.49,66.67,66.67,33.33,66.67,33.33,66.67,66.67,100.0,2.04,2.0,4.04
hrDtpCdi,AUSTRÁLIA - A-LEAGUE,2023-12-23,08:30,RODADA 9,Perth Glory,Macarthur FC,12.0,3.0,2.45,3.4,2.55,1.62,2.25,1.53,2.38,1.5,1.0,,,1.5,,1.5,1.41,50.0,50.0,50.0,50.0,0.0,50.0,50.0,100.0,2.5,1.5,,,3.5,,2.0,0.71,50.0,0.0,50.0,50.0,50.0,50.0,50.0,100.0,1.5,1.58,3.08
AVV4a9cA,ITÁLIA - SERIE B,2023-12-23,10:00,RODADA 18,Cittadella,Spezia,6.0,16.0,,,,,,,,1.4,1.2,1.5,1.12,1.0,0.2,2.12,0.59,87.5,50.0,12.5,62.5,62.5,62.5,50.0,87.5,1.2,2.2,1.0,1.88,1.75,0.25,0.75,1.38,62.5,37.5,37.5,12.5,37.5,75.0,50.0,87.5,1.75,1.2,2.95
M5Z8bTCG,ITÁLIA - SERIE B,2023-12-23,10:00,RODADA 18,Como,Palermo,3.0,8.0,,,,,,,,1.6,0.8,1.57,1.14,1.86,0.08,2.29,0.55,71.43,14.29,28.57,71.43,57.14,71.43,71.43,100.0,1.6,1.0,1.43,0.86,1.43,0.26,1.71,0.73,57.14,28.57,42.86,42.86,28.57,28.57,42.86,85.71,1.26,1.13,2.39
GSYCcmSM,ITÁLIA - SERIE B,2023-12-23,10:00,RODADA 18,Cremonese,Modena,5.0,7.0,,,,,,,,0.8,0.6,1.12,0.75,1.12,0.29,1.5,0.87,50.0,25.0,50.0,37.5,37.5,37.5,37.5,87.5,0.8,0.6,1.0,0.86,1.14,0.16,1.43,0.79,42.86,28.57,57.14,28.57,0.0,28.57,71.43,85.71,0.69,0.69,1.38
fJXGd7sT,ITÁLIA - SERIE B,2023-12-23,10:00,RODADA 18,Parma,Ternana,1.0,18.0,,,,,,,,1.6,0.6,1.62,0.75,1.5,0.29,2.0,0.53,75.0,12.5,25.0,50.0,50.0,25.0,50.0,87.5,1.2,2.0,1.5,1.83,2.0,0.07,0.83,1.4,66.67,50.0,33.33,16.67,0.0,83.33,83.33,100.0,1.79,0.85,2.64
tA6ZElcc,ITÁLIA - SERIE B,2023-12-23,10:00,RODADA 18,Venezia,Lecco,2.0,17.0,,,,,,,,1.6,1.0,2.0,1.14,1.71,0.43,2.29,0.55,71.43,57.14,28.57,71.43,42.86,71.43,71.43,100.0,0.4,0.8,0.5,1.25,0.88,0.22,0.75,1.38,75.0,12.5,25.0,12.5,25.0,37.5,37.5,75.0,1.13,0.63,1.76
K6O0JxMM,ITÁLIA - SERIE B,2023-12-23,11:00,RODADA 18,Catanzaro,Brescia,4.0,10.0,,,,,,,,1.6,1.4,1.57,1.29,1.43,0.13,1.86,0.79,71.43,57.14,28.57,57.14,14.29,57.14,42.86,100.0,1.0,0.4,1.0,0.86,0.86,0.18,1.29,0.97,57.14,28.57,42.86,28.57,14.29,14.29,42.86,85.71,0.8,1.18,1.98
dn81FC2B,ARÁBIA SAUDITA - LIGA PROFISSIONAL SAUDITA,2023-12-23,12:00,RODADA 18,Al-Taawon,Al-Fateh,4.0,7.0,,,,,,,,1.6,1.0,2.14,0.86,1.14,0.33,2.0,0.65,85.71,71.43,14.29,57.14,71.43,71.43,71.43,85.71,2.0,1.2,1.71,1.29,1.14,0.12,1.86,0.79,85.71,71.43,14.29,57.14,57.14,71.43,85.71,100.0,1.39,1.41,2.8
0tbSyqBf,ESCÓCIA - PREMIERSHIP,2023-12-23,12:00,RODADA 19,Celtic,Livingston,1.0,12.0,1.13,8.0,21.0,1.4,2.88,2.38,1.53,3.4,0.6,3.29,0.86,2.57,0.11,2.71,0.28,71.43,71.43,28.57,85.71,57.14,85.71,71.43,100.0,1.0,2.2,0.71,1.86,1.71,0.18,0.57,1.98,57.14,14.29,42.86,14.29,14.29,42.86,42.86,100.0,2.73,0.77,3.5
vXdWz3Q0,ESCÓCIA - PREMIERSHIP,2023-12-23,12:00,RODADA 19,Dundee FC,Aberdeen,7.0,9.0,2.6,3.4,2.6,2.0,1.8,1.8,1.95,1.6,0.8,1.29,1.43,1.71,0.17,1.29,0.97,71.43,28.57,28.57,28.57,14.29,57.14,42.86,85.71,0.4,2.4,0.86,2.29,2.0,0.15,0.71,1.56,85.71,28.57,14.29,14.29,28.57,42.86,28.57,85.71,1.96,0.57,2.53
MenyzNu7,ESCÓCIA - PREMIERSHIP,2023-12-23,12:00,RODADA 19,Hearts,St. Mirren,6.0,3.0,1.91,3.5,4.0,2.3,1.6,2.05,1.7,1.0,1.4,0.86,1.14,1.14,0.24,1.14,1.18,71.43,14.29,28.57,28.57,28.57,28.57,28.57,85.71,0.8,1.6,0.75,1.62,1.5,0.1,0.88,1.55,50.0,37.5,50.0,25.0,12.5,37.5,37.5,100.0,1.26,1.06,2.32
0E9VSinE,PORTUGAL - LIGA PORTUGAL,2023-12-23,12:30,RODADA 15,Vitória SC,Rio Ave,5.0,15.0,1.7,3.7,5.2,2.07,1.8,1.98,1.78,1.8,1.4,2.0,1.5,2.33,0.15,2.0,0.77,66.67,50.0,33.33,66.67,16.67,83.33,83.33,100.0,1.0,1.6,1.0,1.6,1.8,0.07,0.6,0.91,60.0,20.0,40.0,0.0,40.0,40.0,80.0,100.0,1.7,1.18,2.88
SrdMI7O6,PORTUGAL - LIGA PORTUGAL,2023-12-23,12:30,RODADA 15,Vizela,Moreirense,17.0,6.0,2.55,3.25,2.85,2.18,1.72,1.85,1.9,0.8,1.8,0.83,1.5,1.17,0.29,0.83,1.4,66.67,50.0,33.33,16.67,0.0,50.0,50.0,83.33,0.8,1.0,1.33,0.83,1.5,0.14,1.83,0.72,50.0,16.67,50.0,50.0,33.33,50.0,33.33,83.33,0.89,1.2,2.09
S6GpJf3n,ARÁBIA SAUDITA - LIGA PROFISSIONAL SAUDITA,2023-12-23,15:00,RODADA 18,Al Wehda,Al-Riyadh,9.0,,,,,,,,,2.8,1.4,2.25,1.38,2.0,0.18,2.0,0.71,87.5,62.5,12.5,62.5,50.0,75.0,62.5,100.0,1.4,3.0,1.14,3.14,2.14,0.18,0.57,1.98,100.0,85.71,0.0,14.29,14.29,100.0,71.43,100.0,2.9,1.4,4.3
WYBpqWBc,AUSTRÁLIA - A-LEAGUE,2023-12-28,05:45,RODADA 10,Melbourne City,Brisbane Roar,7.0,4.0,,,,,,,,2.5,1.5,,,3.5,,2.0,0.71,50.0,0.0,50.0,50.0,50.0,50.0,50.0,100.0,1.75,2.0,,,2.25,0.31,1.5,1.15,50.0,50.0,50.0,50.0,25.0,75.0,75.0,100.0,2.24,1.62,3.86
xhEsqoUm,AUSTRÁLIA - A-LEAGUE,2023-12-29,05:45,RODADA 10,Sydney FC,Wellington Phoenix,10.0,5.0,,,,,,,,1.0,2.0,,,2.0,,1.0,1.73,66.67,33.33,33.33,33.33,33.33,33.33,33.33,100.0,1.0,0.5,,,0.5,,2.0,0.71,50.0,50.0,50.0,50.0,0.0,0.0,50.0,100.0,0.71,1.41,2.12
GtYXERqf,SUÉCIA - ALLSVENSKAN,2024-03-30,15:00,RODADA 1,Elfsborg,Värnamo,10.0,5.0,1.45,4.75,7.0,,,,,1.8,0.8,2.0,0.7,1.4,0.15,2.1,0.57,70.0,50.0,30.0,60.0,40.0,50.0,30.0,100.0,2.2,1.0,1.7,1.4,1.6,0.06,1.6,0.94,80.0,50.0,20.0,50.0,50.0,70.0,60.0,100.0,1.34,1.33,2.67
zXPPGmFs,SUÉCIA - ALLSVENSKAN,2024-03-30,15:00,RODADA 1,Göteborg,Djurgarden,7.0,9.0,2.8,3.6,2.45,,,,,1.4,0.8,1.2,0.9,1.3,0.09,1.5,0.9,60.0,10.0,40.0,40.0,30.0,30.0,50.0,90.0,0.6,1.4,0.9,1.5,1.7,0.15,0.8,1.54,50.0,20.0,50.0,20.0,20.0,50.0,50.0,80.0,1.4,0.69,2.09
lfWuD5E6,SUÉCIA - ALLSVENSKAN,2024-03-30,15:00,RODADA 1,Hacken,Mjallby,1.0,3.0,1.37,5.0,8.5,,,,,3.4,1.4,3.3,1.3,2.5,0.09,2.7,0.35,100.0,70.0,0.0,90.0,70.0,90.0,80.0,100.0,0.6,1.4,0.8,1.2,1.1,0.17,1.4,1.02,60.0,30.0,40.0,40.0,20.0,30.0,30.0,90.0,2.18,0.92,3.1
b72dYFpF,SUÉCIA - ALLSVENSKAN,2024-03-30,15:00,RODADA 1,Hammarby,Kalmar,12.0,8.0,1.65,4.0,5.5,,,,,1.6,1.4,1.7,1.3,1.9,0.12,2.0,0.67,70.0,40.0,30.0,60.0,50.0,60.0,60.0,90.0,1.4,1.0,1.5,1.5,1.1,0.08,1.6,0.94,80.0,70.0,20.0,50.0,40.0,70.0,50.0,90.0,1.26,1.4,2.66
IeFUF7Um,SUÉCIA - ALLSVENSKAN,2024-03-30,15:00,RODADA 1,Norrkoping,Malmö FF,16.0,14.0,3.75,3.9,1.95,,,,,1.0,1.2,1.7,1.2,1.9,0.09,1.8,0.86,50.0,40.0,50.0,60.0,30.0,60.0,50.0,100.0,1.6,1.2,1.3,1.0,1.0,0.52,1.9,0.76,80.0,40.0,20.0,60.0,40.0,50.0,40.0,90.0,1.1,1.39,2.49
6VQpCPTC,SUÉCIA - ALLSVENSKAN,2024-03-30,15:00,RODADA 1,Sirius,Halmstad,2.0,13.0,2.0,3.75,3.6,,,,,1.6,2.8,2.3,1.6,1.7,0.11,1.5,1.05,90.0,70.0,10.0,50.0,30.0,80.0,60.0,100.0,0.6,0.6,1.2,1.3,1.4,0.45,1.3,0.96,60.0,30.0,40.0,30.0,10.0,50.0,60.0,80.0,0.98,1.3,2.28
